title,url,page_no
"Ermächtigungen von Hochschulambulanzen, Psychiatrischen Institutsambulanzen und Sozialpädiatrischen Zentren zur ambulanten vertragsärztlichen/vertragspsychotherapeutischen Versorgung in Berlin 2010 - 2021 (Stichtag: 01.01.) nach Fachgebieten",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800063100202179.xls,2
Mit Versorgungsauftrag in ambulanten Einrichtungen tätige Psychotherapeutinnen/Psychotherapeuten und psychotherapeutisch weitergebildete Ärztinnen/Ärzte in Berlin 2011 - 2021 (Stand: 01.01.) nach Bezirken,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800813114202177.xls,2
Mit Versorgungsauftrag nach Sozialgesetzbuch V (SGB V) in ambulanten Einrichtungen tätige Ärztinnen/Ärzte und Psychotherapeutinnen/Psychotherapeuten in Berlin 2011 - 2021 (Stand: 01.01.),http://www.gsi-berlin.info/redirectA.asp?filename=TG0800087100202177.xls,2
"Mit Versorgungsauftrag nach Sozialgesetzbuch V (SGB V) in ambulanten Einrichtungen tätige Ärztinnen/Ärzte, Psychotherapeutinnen/Psychotherapeuten und Zahnärztinnen/Zahnärzte in Berlin 2011 - 2021 (Stand: 01.01. bzw. 31.12.) nach Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800088114202177.xls,2
Struktur der vertragsärztlichen und vertragspsychotherapeutischen Versorgung in Berlin 1997 - 2021 (Stichtag: 01.01.) nach beteiligten Ärztinnen/Ärzten und Psychotherapeutinnen/-therapeuten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800611Z00202179.xls,2
Versorgungsgrad mit an der vertragszahnärztlichen Tätigkeit teilnehmenden Zahnärztinnen/Zahnärzten in Berlin 2007 - 2021 (Stichtag: 01.01.),http://www.gsi-berlin.info/redirectA.asp?filename=TG0800065100202179.xls,2
"Versorgungsgrade,Zulassungsbeschränkungen,mögliche Neuniederlassungen von ambulant tätigen Ärztinnen/Ärzten, Psychologischen Psychotherapeuten/innen, Kinder-/Jugendlichenpsychotherapeuten/innen mit Versorgungsauftrag (SGB V) Berlin 1997-2021 nach Fachgebieten",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800062100202179.xls,2
Zahnärztlich geleitete ambulante Gesundheitseinrichtungen in Berlin 2000 - 2021 (Stichtag: 01.01.) nach Versorgungsbereich und Art der Einrichtung,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800064100202179.xls,2
Apothekerinnen und Apotheker sowie weitere in Apotheken tätige Berufsgruppen in Berlin 2010 - 2020 (Stand: 31.12.) nach Geschlecht und Tätigkeitsbereich,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800828100202177.xls,2
Ärztinnen und Ärzte in ambulanten Einrichtungen in Berlin 2010 - 2020 (Stand: 31.12.) nach Geschlecht und ausgewählten Gebietsbezeichnungen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800089100202177.xls,2
Ärztinnen und Ärzte in Berlin 2010 - 2020 (Stand: 31.12.) nach Geschlecht und Tätigkeitsbereich,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800085100202177.xls,3
Ärztinnen und Ärzte in Berlin 2016 - 2020 (Stand: 31.12.) nach Tätigkeitsbereich und ausgewählten Fachgebieten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800851Z00202177.xls,3
Ausgewählte Leistungen des Landesinstituts für gerichtliche und soziale Medizin Berlin 2005 - 2020,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800681Z00202179.xls,3
Belastung des Trinkwassers mit Escherichia coli und Enterokokken in Berlin 2016 bis 2020,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800058100202170.xls,3
"Belastung des Trinkwassers mit Nitrat, Pestiziden, Blei, Kupfer und Trihalogenmethan in Berlin 2016 - 2020",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800056100202170.xls,3
"Benzol, Ruß, Ben(a)pyren in der Außenluft in Berlin 2008 - 2020 nach Messstationen",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800055121202170.xls,3
"Beratene Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes gesamt nach Alter, Familienstand, Kinderzahl und Staatsangehörigkeit 2009 - 2020 in Berlin",http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK200202012.xls,3
"Berufstätige Ärztinnen und Ärzte in Berlin 2010 - 2020 (Stand: 31.12.) nach Geschlecht, Altersgruppen und ausgewählten Tätigkeitsbereichen",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800086100202177.xls,3
"Berufstätige Psychotherapeutinnen und Psychotherapeuten in Berlin 2010 - 2020 (Stand: 31.12.) nach Geschlecht, Tätigkeitsbereich und Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800812214202177.xls,3
Bestand an Apotheken in Berlin 2008 - 2020 nach Bezirken - absolut und Einwohner je Apotheke,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800621114202179.xls,3
"Bewegungsindikatoren von Teilnehmenden an GEDA 2019/2020-EHIS ab 65 Jahre in Berlin nach Alter, Geschlecht und Bildung",http://www.gsi-berlin.info/redirectA.asp?filename=TG0300000200202104.xls,4
"Bewegungsindikatoren von Teilnehmenden an GEDA2019/2020-EHIS ab 18 Jahre in Berlin nach Geschlecht, Alter, Bildung und Migrationshintergrund in den Jahren 2019/2020",http://www.gsi-berlin.info/redirectA.asp?filename=TG0300000100202102.xls,4
Das ordnungsbehördlich genehmigte Bettenangebot 2018-2020 (Stand: 31.12.) sowie bisher (Fortschreibung des Berliner Krankenhausplans 2010) und neu geplantes Bettenangebot gemäß Krankenhausplan 2016 in den Plankrankenhäusern Berlins nach Fachabteilungen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0806152Z00202179.xls,4
Das ordnungsbehördlich genehmigte Bettenangebot der Krankenhäuser in Berlin 2012 - 2020 (31.12.) nach Trägerbereichen und Fachabteilungen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0806151Z00202179.xls,4
Das ordnungsbehördlich genehmigte Bettenangebot der voll- und teilstationären Versorgung der Krankenhäuser in Berlin 2018-2020 (Stand: 31.12.) nach Versorgungsregionen und Fachabteilungen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800615121202179.xls,4
"Durchgeführte Beratungen durch entsprechende Einrichtungen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes gesamt nach Alter, Schwangerschaftsberatungsstellen, Staatsangehörigkeit und Wohnort 2020 in Berlin",http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK323202012.xls,4
Ergebnisse der Badegewässerüberwachung in Berlin 2008 - 2020 nach ausgewählten Erregern,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800514100202170.xls,4
Feinstaub (PM 10) in der Außenluft in Berlin 2010 - 2020 nach Messstationen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800053121202170.xls,4
Gesundheitseinrichtungen für Suchtkranke in Berlin 2012 - 2020 (Stichtag: 31.12.),http://www.gsi-berlin.info/redirectA.asp?filename=TG0800610100202179.xls,4
Häufigste Konfliktgründe (Auswahl) beratener ausländischer Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes nach den häufigsten Herkunftsländern 2020 in Berlin,http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK900202012.xls,4
Häufigste Konfliktgründe (Auswahl) beratener Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes nach Alter und Staatsangehörigkeit 2020 in Berlin,http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK600202012.xls,5
Häufigste Konfliktgründe (Auswahl) beratener Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes nach Familienstand und Staatsangehörigkeit 2020 in Berlin,http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK700202012.xls,5
Häufigste Konfliktgründe (Auswahl) beratener Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes nach Kinderzahl und Staatsangehörigkeit 2020 in Berlin,http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK800202012.xls,5
"Im ambulanten Bereich tätige Ärztinnen und Ärzte in Berlin 2010 - 2020 (Stand: 31.12.) nach Geschlecht, Staatsangehörigkeit und Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800891Z14202177.xls,5
Jahresauswertung der während der Badesaison 14-tägig durchgeführten Sichttiefenmessungen in Berliner Badegewässern 2013 - 2020,http://www.gsi-berlin.info/redirectA.asp?filename=TG0805142Z21202170.xls,5
Konfliktgründe beratener Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes nach Konfliktgründen 1994 - 2020 in Berlin,http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK500202012.xls,5
Mitgliederstruktur der Psychotherapeutenkammer Berlin (Gesamtmitgliederzahl) 2010 - 2020 (Stand: 31.12.) nach Geschlecht und Altersgruppen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800812300202177.xls,5
Niedergelassene Heilpraktiker/innen und Heilpraktiker/innen eingeschränkt für Psychotherapie in Berlin 2012 - 2020 (Stand: 31.12.) nach Geschlecht und Bezirken,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800816114202177.xls,5
Ozon in der Außenluft in Berlin 2006 - 2020 nach Messstationen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800054121202170.xls,5
"Personal im öffentlichen Gesundheitsdienst (ÖGD) in Berlin 2018 - 2020 (Stand: 31.12.) sowie ermittelter Gesamtbedarf gemäß Senatsbeschluss von 2009 nach Vollzeitäquivalenten, Fachbereichen und Berufsgruppen",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800826100202177.xls,5
"Schwangerschaftskonfliktberatungsstellen und beratene Frauen in Berlin 2010 - 2020 nach Staatsangehörigkeit, Trägerschaft und Standorten",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800713Z00202143.xls,6
Schwangerschaftskonfliktberatungsstellen und beratene Frauen in Berlin 2010-2020 nach Staatsangehörigkeit und Trägerschaft,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800712Z00202143.xls,6
Schwangerschaftskonfliktberatungsstellen und beratene Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes nach Staatsangehörigkeit 2009 - 2020 in Berlin,http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK100202012.xls,6
"Selbstständiges Medizinalfachpersonal in Berlin 2009 - 2020 (Stand: 31.12.) nach Geschlecht, Berufsgruppen und Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0808161Z14202177.xls,6
Selbstständiges Medizinalfachpersonal in Berlin 2010 - 2020 (Stand: 31.12.) nach Geschlecht und ausgewählten Berufsgruppen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0808162Z00202177.xls,6
Sozialversicherungspflichtig Beschäftigte ausgewählter Gesundheitsberufe im Berliner Gesundheits- und Sozialwesen 2020 (Stand: 31.12.) nach Klassifikation der Berufe (KldB 2010) und der Wirtschaftszweige (WZ 2008) - insgesamt,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800814100202177.xls,6
Staatsangehörigkeit beratener Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes nach Kinderzahl und Familienstand 2020 in Berlin,http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK400202012.xls,6
Stickstoffdioxid in der Außenluft in Berlin 2010 - 2020 nach Messstationen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800051121202170.xls,6
Untersuchungsergebnisse und Konformitätseinstufungen von Badegewässern gemäß Badegewässerverordnung vom 7. Juli 2008 in Berlin für die Badesaison 2017-2020,http://www.gsi-berlin.info/redirectA.asp?filename=TG0805141Z00202170.xls,6
Allogenes und autologes Blutspendeaufkommen in Deutschland 2009 - 2019 nach Gewinnungsverfahren,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800737124202158.xls,6
Herstellung und Verbrauch von Blutprodukten in Deutschland 2009 - 2019,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800738124202158.xls,7
"Mitglieder der gesetzlichen Krankenversicherung (GKV) und GKV-Versicherte insgesamt in Deutschland am (1. Juli ) 2017 - 2020 nach Kassenarten, Marktanteilen und Bundesländern",http://www.gsi-berlin.info/redirectA.asp?filename=TG0801019423202088.xls,7
"Mitglieder der gesetzlichen Krankenversicherung (GKV) und GKV-Versicherte insgesamt mit Wohnort in Berlin 1998 - 2020 (Stichtag: 1. Juli) nach Bevölkerungsanteil, Kassenarten und Marktanteilen",http://www.gsi-berlin.info/redirectA.asp?filename=TG0801019300202088.xls,7
Mitglieder der gesetzlichen Krankenversicherung (GKV) und mitversicherte Familienangehörige in Berlin 2004 - 2020 (Stichtag: 1. Juli) nach Geschlecht und Altersgruppen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801018100202088.xls,7
Verhältnis von Mitgliedern der allgemeinen Krankenversicherung (AKV) zu Mitgliedern der Krankenversicherung der Rentner (KVdR) in der gesetzlichen Krankenversicherung (GKV) in 2000 - 2020 (Stichtag: 1. Juli) nach Kassenarten sowie nach Bundesländern,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801019223202088.xls,7
"Versichertenstruktur (Mitglieder und mitversicherte Familienangehörige) in der gesetzlichen Krankenversicherung (GKV) in Berlin 2009 - 2020 (Stichtag: 1. Juli) nach allgemeiner Krankenversicherung (AKV), Krankenversicherung der Rentner (KVdR) und Kassenarten",http://www.gsi-berlin.info/redirectA.asp?filename=TG0801019100202088.xls,7
Versichertenstruktur in der gesetzlichen Krankenversicherung (GKV) in Deutschland 2012 bis 2020 (Stichtag: 1. Juli) nach Geschlecht und Bundesländern,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801018223202088.xls,7
"Personal im öffentlichen Dienst im Land Berlin - Beschäftigte der Bezirksverwaltung im Bereich Gesundheit (Einzelplan 41) 2010 - 2020 (Stichtag: 30.06.) nach Beschäftigten, Vollzeitäquivalenten und Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800827114202177.xls,7
Beitragsbemessungsgrenzen und Beitragssätze in der Sozialversicherung und Entgeltgrenze für geringfügige Beschäftigung in Deutschland 2000 - 2019 (Stichtag: 01.01.) nach alten und neuen Bundesländern,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801020124202088.xls,7
Beitragssätze zur Kranken- und Pflegeversicherung der Rentner in Deutschland 2001 - 2020 nach Beitragsanteilen der Versicherten und der gesetzlichen Rentenversicherung,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801020224202088.xls,7
"Im ambulanten Bereich tätige Zahnärztinnen und Zahnärzte in Berlin 2003 - 2020 (Stand: 31.12. bzw. Januar) nach Geschlecht, Staatsangehörigkeit und Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0808111Z14202088.xls,8
"Zahnärztinnen und Zahnärzte in Berlin 1995 - 2020 (Stand: 31.12. bzw. xx.01) nach Geschlecht, Tätigkeitsbereich und Staatsangehörigkeit",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800810100202088.xls,8
Zahnärztinnen/Zahnärzte und Kieferorthopädinnen/Kieferorthopäden in ambulanten Einrichtungen in Berlin 1995 - 2020 (Stand: 31.12. bzw xx.01) nach Geschlecht,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800811100202088.xls,8
An der kassenärztlichen Versorgung teilnehmende Ärztinnen und Ärzte in Berlin 1995 - 2021 nach Teilnahmeform und Bezirken,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800612Z14202179.xls,8
Berufstätige Psychotherapeutinnen/Psychotherapeuten und psychotherapeutisch weitergebildete Ärztinnen/Ärzte in Berlin 2001 - 2020 (Stand: 31.12. bzw. 01.01.) nach Geschlecht,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800812100202088.xls,8
Mit Versorgungsauftrag in ambulanten Einrichtungen tätige Psychotherapeutinnen/Psychotherapeuten und psychotherapeutisch weitergebildete Ärztinnen/Ärzte in Berlin 2004 - 2020 (Stand: 01.01.) nach Bezirken,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800813114202088.xls,8
Mit Versorgungsauftrag nach Sozialgesetzbuch V (SGB V) in ambulanten Einrichtungen tätige Ärztinnen/Ärzte und Psychotherapeutinnen/Psychotherapeuten in Berlin 2003 - 2020 (Stand: 01.01.),http://www.gsi-berlin.info/redirectA.asp?filename=TG0800087100202088.xls,8
"Mit Versorgungsauftrag nach Sozialgesetzbuch V (SGB V) in ambulanten Einrichtungen tätige Ärztinnen/Ärzte, Psychotherapeutinnen/Psychotherapeuten und Zahnärztinnen/Zahnärzte in Berlin 2004 - 2020 (Stand: 01.01. bzw. 31.12.) - nach Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800088114202088.xls,8
Abgerechnete vertragszahnärztliche Leistungsfälle (ambulant) in Berlin 2009 - 2019 nach Behandlungsarten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800724100202143.xls,8
"Anzahl der Transporte von Krankentransportwagen, Alarmierungen von Rettungswagen, Notarzteinsatzfahrzeugen/Notarztwagen und Rettungshubschrauber in Berlin 2010 - 2019 (Stichtag: 31.12.)",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800725100202143.xls,8
Apothekerinnen und Apotheker sowie weitere in Apotheken tätige Berufsgruppen in Berlin 1993 - 2019 (Stand: 31.12.) nach Geschlecht und Tätigkeitsbereich,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800828100202088.xls,9
Ärztinnen und Ärzte in ambulanten Einrichtungen in Berlin 2000 - 2019 (Stand: 31.12.) nach Geschlecht und ausgewählten Gebietsbezeichnungen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800089100202088.xls,9
Ärztinnen und Ärzte in Berlin 1992 - 2019 (Stand: 31.12.) nach Geschlecht und Tätigkeitsbereich,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800085100202088.xls,9
Ärztinnen und Ärzte in Berlin 2016 - 2019 (Stand: 31.12.) nach Tätigkeitsbereich und ausgewählten Fachgebieten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800851Z00202088.xls,9
"Ärztliches Personal der Krankenhäuser in Berlin am 31.12.2019 nach Geschlecht, Gebietsbezeichnungen, funktioneller Stellung und Beschäftigungsumfang",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800817200202177.xls,9
"Aufwand für Pflegegelder, Sachleistungen und Rentenversicherungsbeiträge an Pflegepersonen sowie Empfänger/innen gemäß Landespflegegeldgesetz (LPflGG) in Berlin 2006 - 2019",http://www.gsi-berlin.info/redirectA.asp?filename=TG0801083Z00202088.xls,9
Ausgaben ausgewählter Gesundheits- und Pflegeleistungen nach dem Asylbewerberleistungsgesetz (AsylbLG) in Berlin 2016 - 2019 nach Hilfearten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801082Z00202088.xls,9
Ausgaben sowie Empfängerinnen und Empfänger ausgewählter Gesundheits- und Pflegeleistungen nach dem SGB XII in Berlin 2006 - 2019 nach Hilfearten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801081Z00202088.xls,9
"Auszubildende in den Ausbildungsberufen Medizinische und Zahnmedizinische Fachangestellte sowie Pharmazeutisch-kaufmännische Angestellte in Berlin 2008 - 2019 nach Geschlecht, Staatsangehörigkeit, bestehenden Ausbildungsverträgen und Prüfungsteilnahme",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800911Z00202081.xls,9
Behandlungsfälle (einschließlich Stundenfälle) sowie Berechnungs- und Belegungstage in Krankenhäusern in Berlin 2009 - 2019 nach Krankenhaustyp,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800726100202158.xls,9
Belastung des Trinkwassers mit Escherichia coli und Enterokokken in Berlin 2016 bis 2019,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800058100202056.xls,10
"Belastung des Trinkwassers mit Nitrat, Pestiziden, Blei, Kupfer und Trihalogenmethan in Berlin 2016 - 2019",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800056100202056.xls,10
Belastung von Kuhmilch und Frauenmilch durch Dioxine in Deutschland 2002 - 2019 - Gehalte in WHO-Toxizitätsäquivalenten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800510124202170.xls,10
Belastung von Kuhmilch und Frauenmilch durch Polychlorierte Biphenyle (PCB) in Deutschland 2002 - 2019,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800511124202170.xls,10
"Benzol, Ruß, Ben(a)pyren in der Außenluft in Berlin 2008 - 2019 nach Messstationen",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800055121202056.xls,10
"Beratene Frauen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes gesamt nach Alter, Familienstand, Kinderzahl und Staatsangehörigkeit 2009 - 2019 in Berlin",http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK200201912.xls,10
"Berufstätige Ärztinnen und Ärzte in Berlin 1995 - 2019 (Stand: 31.12.) nach Geschlecht, Altersgruppen und ausgewählten Tätigkeitsbereichen",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800086100202088.xls,10
"Berufstätige Psychotherapeutinnen und Psychotherapeuten in Berlin 2008 - 2019 (Stand: 31.12.) nach Geschlecht, Tätigkeitsbereich und Bezirken",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800812214202088.xls,10
"Beschäftigte der Krankenhäuser in Berlin 2009 - 2019 (Stichtag: 31.12.) nach Geschlecht, Personalgruppen, Beschäftigungsumfang und Krankenhaustyp",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800817100202177.xls,10
"Beschäftigte im Gesundheitswesen und in Pflegeeinrichtungen in Berlin 2016-2019 (Stichtag: 31.12.) nach Geschlecht, Berufsgruppen und Tätigkeitsbereich",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800081100202177.xls,10
Bestand an medizinisch-technischen Großgeräten in den Krankenhäusern in Berlin 2001 - 2019 (Stichtag: 31.12.) - absolut und Einwohner je Gerät,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800622100202179.xls,11
Beteiligung von GKV-Versicherten am Gesundheits-Check-up in Berlin 2009 - 2019 nach Geschlecht,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800717100202143.xls,11
Beteiligung von GKV-Versicherten an Krebsfrüherkennungsuntersuchungen in Berlin 2009 - 2019 nach Geschlecht,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800716100202143.xls,11
"Betten, Behandlungsfälle, Berechnungs- und Belegungstage in Krankenhäusern in Berlin 2009 - 2019 nach Fachabteilungen sowie intensivmedizinischer und neonatologischer Versorgung",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800729100202158.xls,11
Bettenauslastung in Krankenhäusern in Berlin 2009 - 2019 nach Fachabteilungen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800729400202158.xls,11
Bettenauslastung und durchschnittliche Verweildauer in Krankenhäusern in Berlin 2009 - 2019 nach Krankenhaustyp,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800727100202158.xls,11
Bettenkapazität der Berliner Krankenhäuser 1990 - 2019 nach Krankenhaustyp und Trägerbereichen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0806111Z00202179.xls,11
Durch meldepflichtige Störfälle und Störungen in verfahrenstechnischen Anlagen verletzte und getötete Personen in Deutschland 2002 - 2019,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800513124202170.xls,11
"Durchgeführte Beratungen durch entsprechende Einrichtungen nach § 219 StGB und §§ 5 - 7 des Schwangerschaftskonfliktgesetzes gesamt nach Alter, Schwangerschaftsberatungsstellen, Staatsangehörigkeit und Wohnort 2019 in Berlin",http://www.gsi-berlin.info/redirectA.asp?filename=TG05000SK323201912.xls,11
Durchschnittliche Verweildauer in Krankenhäusern in Berlin 2009 - 2019 nach Fachabteilungen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800729300202158.xls,11
Einnahmen und Ausgaben ausgewählter Zweige der gesetzlichen Sozialversicherung in Deutschland 2000 - 2019,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801021124202088.xls,12
Einnahmen und Ausgaben der gesetzlichen Krankenversicherung in Deutschland 2009 - 2019 nach Kassenarten,http://www.gsi-berlin.info/redirectA.asp?filename=TG0801022124202088.xls,12
Ergebnisse der Badegewässerüberwachung in Berlin 2008 - 2019 nach ausgewählten Erregern,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800514100202056.xls,12
Erlaubnisse zum Führen von Berufsbezeichnungen in den Gesundheitsfachberufen und sozialpflegerischen Berufen in Berlin 2007 - 2019 nach Geschlecht,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800921Z00202081.xls,12
"Erteilte Approbationen in akademischen Heilberufen in Berlin 1993 - 2019 nach Geschlecht, Berufen und Staatsangehörigkeit",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800093100202081.xls,12
"Erteilte Berufserlaubnisse in akademischen Heilberufen in Berlin 1993 - 2019 nach Geschlecht, Berufen und Staatsangehörigkeit",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800094100202081.xls,12
"Erteilte Erlaubnisse zum Führen der Berufsbezeichnung ausgewählter Gesundheitsfachberufe an Personen, die die entsprechende Berufsausbildung nicht in Deutschland absolviert haben, in Berlin 2006 - 2019",http://www.gsi-berlin.info/redirectA.asp?filename=TG0800092100202081.xls,12
Feinstaub (PM 10) in der Außenluft in Berlin 2010 - 2019 nach Messstationen,http://www.gsi-berlin.info/redirectA.asp?filename=TG0800053121202056.xls,12
