title,url,page_no
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Mitte nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199301201912.xls,4
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Neukölln nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199308201912.xls,4
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Pankow nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199303201912.xls,5
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Reinickendorf nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199312201912.xls,5
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Spandau nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199305201912.xls,5
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Steglitz-Zehlendorf nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199306201912.xls,5
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Tempelhof-Schöneberg nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199307201912.xls,5
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Treptow-Köpenick nach ausgewählten Merkmalen (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199309201912.xls,5
Empfänger/innen von Grundsicherung im Alter und bei Erwerbsminderung gemäß 4. Kapitel SGB XII in Berlin außerhalb von Einrichtungen an der Bevölkerung nach LOR (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199029201912.xls,5
Empfänger/innen von Hilfe zum Lebensunterhalt gemäß 3. Kapitel SGB XII in Berlin außerhalb von Einrichtungen an der Bevölkerung nach LOR (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199029201912.xls,5
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Berlin außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199014201912.xls,5
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Charlottenburg-Wilmersdorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199304201912.xls,5
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Friedrichshain-Kreuzberg außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199302201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Lichtenberg außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199311201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Marzahn-Hellersdorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199310201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Mitte außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199301201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Neukölln außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199308201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Pankow außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199303201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Reinickendorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199312201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Spandau außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199305201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Steglitz-Zehlendorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199306201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Tempelhof-Schöneberg außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199307201912.xls,6
Empfänger/innen von Leistungen nach dem 5. bis 9. Kapitel SGB XII in Treptow-Köpenick außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 31.12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1300199309201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) - Berlin und Bezirke (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199014201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Charlottenburg-Wilmersdorf (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199304201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Friedrichshain-Kreuzberg (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199302201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Lichtenberg (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199311201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Marzahn-Hellersdorf (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199310201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Mitte (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199301201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Neukölln (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199308201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Pankow (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199303201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Reinickendorf (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199312201912.xls,7
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Spandau (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199305201912.xls,8
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Steglitz-Zehlendorf (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199306201912.xls,8
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Tempelhof-Schöneberg (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199307201912.xls,8
Empfänger/innen von Pflegegeld nach Berechtigtengruppen gemäß Landespflegegeldgesetz (LPflGG) in Treptow-Köpenick (Stand: 12.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS4200199309201912.xls,8
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Berlin außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199014201911.xls,8
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Charlottenburg-Wilmersdorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199304201911.xls,8
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Friedrichshain-Kreuzberg außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199302201911.xls,8
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Lichtenberg außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199311201911.xls,8
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Marzahn-Hellersdorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199310201911.xls,8
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Mitte außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199301201911.xls,8
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Neukölln außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199308201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Pankow außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199303201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Reinickendorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199312201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Spandau außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199305201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Steglitz-Zehlendorf außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199306201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Tempelhof-Schöneberg außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199307201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften laufender Hilfe zum Lebensunterhalt gemäß dem 3. Kap. SGB XII in Treptow-Köpenick außerhalb von und in Einrichtungen nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1200199309201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Berlin nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199014201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Charlottenburg-Wilmersdorf nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199304201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Friedrichshain-Kreuzberg nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199302201911.xls,9
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Lichtenberg nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199311201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Marzahn-Hellersdorf nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199310201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Mitte nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199301201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Neukölln nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199308201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Pankow nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199303201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Reinickendorf nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199312201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Spandau nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199305201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Steglitz-Zehlendorf nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199306201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Tempelhof-Schöneberg nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199307201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von bedarfsorientierter Grundsicherung im Alter und bei Erwerbsminderung gemäß dem 4. Kap. SGB XII in Treptow-Köpenick nach ausgewählten Merkmalen (Stand 30.11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS1700199309201911.xls,10
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG im LAF nach ausgewählten Merkmalen (Stand: 11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199313201911.xls,11
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Berlin nach ausgewählten Merkmalen (Stand: 11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199014201911.xls,11
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Charlottenburg-Wilmersdorf nach ausgewählten Merkmalen (Stand: 11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199304201911.xls,11
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Friedrichshain-Kreuzberg nach ausgewählten Merkmalen (Stand: 11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199302201911.xls,11
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Lichtenberg nach ausgewählten Merkmalen (Stand: 11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199311201911.xls,11
Empfänger/innen und Bedarfsgemeinschaften von Regelleistungen gemäß AsylbLG in Marzahn-Hellersdorf nach ausgewählten Merkmalen (Stand: 11.2019),http://www.gsi-berlin.info/redirectA.asp?filename=TS3200199310201911.xls,11
