title,description,url,page_no
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.28 - Apothekenpersonal nach Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-828-apothekenpersonal-nach,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.1 - Beschäftigte im Gesundheitswesen in % der Beschäftigten insgesamt (Beschäftigungsquote), Deutschland/Land, im Zeitvergleich B(L)",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-81-besch%C3%A4ftigte-im,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.4 - Beschäftigte im Gesundheitswesen nach Berufen und Einrichtungen, Deutschland/Land, Jahr B(L)",Bereitstellung von 4 Dokumenten (4 XLS-Dateien) für den Zeitraum vom 31.12.2008 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-84-besch%C3%A4ftigte-im,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.12 - Psychotherapeutinnen und Psychotherapeuten nach Einrichtungen, Land, im Zeitvergleich L",Bereitstellung von 19 Dokumenten (19 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-812-psychotherapeutinnen-und,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.7 - Ärztinnen und Ärzte in ambulanten Einrichtungen, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-87-%C3%A4rztinnen-und-%C3%A4rzte,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.15 - Physiotherapeutinnen/Physiotherapeuten, Masseurinnen/Masseure, med. Bademeisterinnen/Bademeister in ambulanten Einrichtungen nach Geschlecht, Land im Regionalvergleich, Jahr L",Bereitstellung von 10 Dokumenten (10 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-815,1
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Beschäftigte im Überblick,"Bereitstellung von 16 Dokumenten (8 XLS-Dateien, 8 PDF-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-besch%C3%A4ftigte-im,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.18 - Personal im Pflegedienst in Krankenhäusern nach Berufen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 17 Dokumenten (17 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-818-personal-im-pflegedienst,1
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Ausgewählte im ambulanten und stationären Bereich tätige Berufsgruppen -> Krankenhäuser und Vorsorge- oder Rehabilitationseinrichtungen,Bereitstellung von 61 Dokumenten (61 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-ausgew%C3%A4hlte-im,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.21 - Ausgewähltes technisch-diagnostisches Personal in Krankenhäusern nach Berufen und Geschlecht, Land, Jahre L",Bereitstellung von 17 Dokumenten (17 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-821-ausgew%C3%A4hltes-technisch,1
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Ausgewählte im ambulanten und stationären Bereich tätige Berufsgruppen -> Pflegeberufe und sonstige Gesundheitsdienstberufe,Bereitstellung von 24 Dokumenten (24 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-ausgew%C3%A4hlte-im-0,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.20 - Ausgewähltes medizinisch-therapeutisches Personal in Krankenhäusern nach Berufen und Geschlecht, Land, Jahre L",Bereitstellung von 17 Dokumenten (17 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-820-ausgew%C3%A4hltes-medizinisch,2
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Personal in Apotheken,Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-personal-apotheken,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.26 - Personal im öffentlichen Gesundheitsdienst nach Berufen und Geschlecht, Land, Jahr K",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2015 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-826-personal-im-%C3%B6ffentlichen,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.29 - Apothekerinnen/Apotheker sowie sonstiges Apothekenpersonal nach Einrichtungen und Geschlecht, Land, Jahre L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-829-apothekerinnenapotheker,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.10 - Zahnärztinnen und Zahnärzte nach Einrichtungen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-810-zahn%C3%A4rztinnen-und-zahn%C3%A4rzte,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.5 - Ärztinnen und Ärzte nach Einrichtungen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-85-%C3%A4rztinnen-und-%C3%A4rzte-nach,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.13 - Psychotherapeutinnen und Psychotherapeuten in ambulanten Einrichtungen, Land im Regionalvergleich, Jahr L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-813-psychotherapeutinnen-und,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.8 - Ärztinnen/Ärzte und Zahnärztinnen/Zahnärzte in ambulanten Einrichtungen, Land im Regionalvergleich, Jahr L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-88-%C3%A4rztinnen%C3%A4rzte-und,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.16 - Heilpraktikerinnen und Heilpraktiker nach Geschlecht, Land im Regionalvergleich, Jahr L",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-816-heilpraktikerinnen-und,2
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Ausgewählte im ambulanten und stationären Bereich tätige Berufsgruppen -> Pflegeberufe und sonstige Gesundheitsdienstberufe,Bereitstellung von 24 Dokumenten (24 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-ausgew%C3%A4hlte-im-0,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.20 - Ausgewähltes medizinisch-therapeutisches Personal in Krankenhäusern nach Berufen und Geschlecht, Land, Jahre L",Bereitstellung von 17 Dokumenten (17 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-820-ausgew%C3%A4hltes-medizinisch,3
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Personal in Apotheken,Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-personal-apotheken,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.26 - Personal im öffentlichen Gesundheitsdienst nach Berufen und Geschlecht, Land, Jahr K",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2015 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-826-personal-im-%C3%B6ffentlichen,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.29 - Apothekerinnen/Apotheker sowie sonstiges Apothekenpersonal nach Einrichtungen und Geschlecht, Land, Jahre L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-829-apothekerinnenapotheker,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.10 - Zahnärztinnen und Zahnärzte nach Einrichtungen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-810-zahn%C3%A4rztinnen-und-zahn%C3%A4rzte,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.5 - Ärztinnen und Ärzte nach Einrichtungen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-85-%C3%A4rztinnen-und-%C3%A4rzte-nach,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.13 - Psychotherapeutinnen und Psychotherapeuten in ambulanten Einrichtungen, Land im Regionalvergleich, Jahr L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-813-psychotherapeutinnen-und,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.8 - Ärztinnen/Ärzte und Zahnärztinnen/Zahnärzte in ambulanten Einrichtungen, Land im Regionalvergleich, Jahr L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-88-%C3%A4rztinnen%C3%A4rzte-und,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.16 - Heilpraktikerinnen und Heilpraktiker nach Geschlecht, Land im Regionalvergleich, Jahr L",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-816-heilpraktikerinnen-und,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.8 - Ärztinnen/Ärzte und Zahnärztinnen/Zahnärzte in ambulanten Einrichtungen, Land im Regionalvergleich, Jahr L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-88-%C3%A4rztinnen%C3%A4rzte-und,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.16 - Heilpraktikerinnen und Heilpraktiker nach Geschlecht, Land im Regionalvergleich, Jahr L",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-816-heilpraktikerinnen-und,4
"Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Psychische/Verhaltensstörungen, Mortalität bei Suizid und alkoholbedingt, Drogentote",Bereitstellung von 149 Dokumenten (149 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit 3 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-17,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.111 - Krankenhausfälle infolge von Verletzungen und Vergiftungen nach Alter und Geschlecht, Land, Jahr K",Bereitstellung von 12 Dokumenten (12 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3111-krankenhausf%C3%A4lle-infolge,4
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten des Verdauungssystems,Bereitstellung von 49 Dokumenten (49 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit 3 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-krankheiten-des-0,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.26 - Krankenhausfälle nach Hauptdiagnosegruppen und Geschlecht, Land, Jahr L",Bereitstellung von 50 Dokumenten (50 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-326-krankenhausf%C3%A4lle-nach,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.73 - Krankenhausfälle infolge bösartiger Neubildungen nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 11 Dokumenten (11 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-373-krankenhausf%C3%A4lle-infolge,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.91 - Krankenhausfälle infolge von Krankheiten des Kreislaufsystems nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 14 Dokumenten (14 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-391-krankenhausf%C3%A4lle-infolge,4
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Allgemeine Morbidität -> Stationäre Morbidität,Bereitstellung von 333 Dokumenten (333 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine-4,4
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Stoffwechselkrankheiten,Bereitstellung von 35 Dokumenten (35 XLS-Dateien) für den Zeitraum vom 31.12.1998 bis 31.12.2016 mit den Raumbezügen Berlin und Deutschland.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-18,4
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten des Verdauungssystems,Bereitstellung von 49 Dokumenten (49 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit 3 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-krankheiten-des-0,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.26 - Krankenhausfälle nach Hauptdiagnosegruppen und Geschlecht, Land, Jahr L",Bereitstellung von 50 Dokumenten (50 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-326-krankenhausf%C3%A4lle-nach,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.73 - Krankenhausfälle infolge bösartiger Neubildungen nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 11 Dokumenten (11 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-373-krankenhausf%C3%A4lle-infolge,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.91 - Krankenhausfälle infolge von Krankheiten des Kreislaufsystems nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 14 Dokumenten (14 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-391-krankenhausf%C3%A4lle-infolge,5
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Allgemeine Morbidität -> Stationäre Morbidität,Bereitstellung von 333 Dokumenten (333 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine-4,5
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Stoffwechselkrankheiten,Bereitstellung von 35 Dokumenten (35 XLS-Dateien) für den Zeitraum vom 31.12.1998 bis 31.12.2016 mit den Raumbezügen Berlin und Deutschland.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-18,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.105 - Krankenhausfälle infolge von Krankheiten des Muskel-Skelett-Systems und des Bindegewebes nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 14 Dokumenten (14 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3105-krankenhausf%C3%A4lle-infolge,5
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten des Atmungssystems,Bereitstellung von 62 Dokumenten (62 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-krankheiten-des-1,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.25 - Krankenhausfälle nach Alter und Geschlecht, Land, Jahr K",Bereitstellung von 95 Dokumenten (95 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-325-krankenhausf%C3%A4lle-nach-alter,5
"Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Verletzungen, Vergiftungen, äußere Ursachen",Bereitstellung von 121 Dokumenten (121 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-verletzungen,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.60 - Krankenhausfälle infolge von Infektionskrankheiten nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 11 Dokumenten (11 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-360-krankenhausf%C3%A4lle-infolge,6
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.83 - Krankenhausfälle infolge von psychischen und Verhaltensstörungen nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 26 Dokumenten (26 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-383-krankenhausf%C3%A4lle-infolge,6
"Gesundheitsberichterstattung Berlin: Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung -> Inanspruchnahme/Leistungen der Prävention, Gesundheitsförderung und Früherkennung von Krankheiten -> Schwangerenbetreuung, G...","Bereitstellung von 149 Dokumenten (147 XLS-Dateien, 2 PDF-Dateien) für den Zeitraum vom 31.12.2001 bis 31.12.2016 mit 4 verschiedenen Raumbezügen.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-10,6
