title,description,url,page_no
Öffentliche Toiletten im Bezirk Lichtenberg,Öffentlich zugängliche Toiletten Im Bezirk Lichtenberg.,https://daten.berlin.de/datensaetze/%C3%B6ffentliche-toiletten-im-bezirk-lichtenberg,1
Sozialstatistisches Berichtswesen Berlin: Asylbewerberleistungsgesetz - AsylbLG -> Asylbewerber/innen -> Empfänger/innen und Bedarfsgemeinschaften,Bereitstellung von 2.065 Dokumenten (2.065 XLS-Dateien) für den Zeitraum vom 31.01.2002 bis 31.12.2017 mit 15 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-asylbewerberleistungsgesetz-asylblg,1
Sozialstatistisches Berichtswesen Berlin: Monatsstatistiken zu den Empfänger/innen und Bedarfsgemeinschaften zum Landespflegegeldgesetz - LPflGG/ ab 2004,Bereitstellung von 1.883 Dokumenten (1.883 XLS-Dateien) für den Zeitraum vom 31.01.2005 bis 31.12.2017 mit 13 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-monatsstatistiken-zu-den-empf%C3%A4ngerinnen-und-1,1
Sozialstatistisches Berichtswesen Berlin: Sozialgesetzbuch XII - SGB XII/ ab 2005 -> Grundsicherung (SGB XII 4. Kapitel) -> Empfänger/innen und Bedarfsgemeinschaften,Bereitstellung von 1.896 Dokumenten (1.896 XLS-Dateien) für den Zeitraum vom 31.12.2005 bis 31.12.2017 mit 14 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-sozialgesetzbuch-xii-sgb-xii-ab-2005,1
Sozialstatistisches Berichtswesen Berlin: Monatsstatistiken zu den Empfänger/innen und Bedarfsgemeinschaften zum Asylbewerberleistungsgesetz - AsylbLG,Bereitstellung von 2.065 Dokumenten (2.065 XLS-Dateien) für den Zeitraum vom 31.01.2002 bis 31.12.2017 mit 15 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-monatsstatistiken-zu-den-empf%C3%A4ngerinnen-und-2,1
Sozialstatistisches Berichtswesen Berlin: Sozialgesetzbuch XII - SGB XII/ ab 2005 -> Hilfe in besonderen Lebenslagen (SGB XII 5.-9. Kapitel) -> Empfänger/innen und Bedarfsgemeinschaften,Bereitstellung von 1.872 Dokumenten (1.872 XLS-Dateien) für den Zeitraum vom 31.01.2006 bis 31.12.2017 mit 13 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-sozialgesetzbuch-xii-sgb-xii-ab-2005-hilfe,1
Sozialstatistisches Berichtswesen Berlin: Landespflegegeldgesetz - LPflGG/ ab 2004 -> Landespflegegeld -> Empfänger/innen und Bedarfsgemeinschaften,Bereitstellung von 1.883 Dokumenten (1.883 XLS-Dateien) für den Zeitraum vom 31.01.2005 bis 31.12.2017 mit 13 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-landespflegegeldgesetz-lpflgg-ab-2004,1
Sozialstatistisches Berichtswesen Berlin: Monatsstatistiken zu den Empfänger/innen und Bedarfsgemeinschaften zum Sozialgesetzbuch XII - SGB XII/ ab 2005,Bereitstellung von 5.807 Dokumenten (5.807 XLS-Dateien) für den Zeitraum vom 31.01.2005 bis 31.12.2017 mit 14 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-monatsstatistiken-zu-den-empf%C3%A4ngerinnen-und-3,1
Sozialstatistisches Berichtswesen Berlin: Sozialgesetzbuch XII - SGB XII/ ab 2005 -> Hilfe zum Lebensunterhalt (SGB XII 3. Kapitel) -> Empfänger/innen und Bedarfsgemeinschaften,Bereitstellung von 2.039 Dokumenten (2.039 XLS-Dateien) für den Zeitraum vom 31.01.2005 bis 31.12.2017 mit 14 verschiedenen Raumbezügen.,https://daten.berlin.de/datensaetze/sozialstatistisches-berichtswesen-berlin-sozialgesetzbuch-xii-sgb-xii-ab-2005-hilfe-zum,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.7 - Ärztinnen und Ärzte in ambulanten Einrichtungen, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-87-%C3%A4rztinnen-und-%C3%A4rzte,1
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.2 - Beschäftigte im Gesundheitswesen nach Einrichtungen und Art der Beschäftigung, Deutschland/Land, im Zeitvergleich B(L)",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-82-besch%C3%A4ftigte-im,2
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Personal im öffentlichen Gesundheitsdienst,"Bereitstellung von 13 Dokumenten (11 XLS-Dateien, 2 PDF-Dateien) für den Zeitraum vom 31.12.2002 bis 30.06.2016 mit den Raumbezügen Berlin und Berliner Bezirke.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-personal-im,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.22 - Hebammen und Entbindungspfleger in ambulanten und stationären Einrichtungen, Land, im Zeitvergleich K",Bereitstellung von 26 Dokumenten (26 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-822-hebammen-und,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.28 - Apothekenpersonal nach Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-828-apothekenpersonal-nach,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.1 - Beschäftigte im Gesundheitswesen in % der Beschäftigten insgesamt (Beschäftigungsquote), Deutschland/Land, im Zeitvergleich B(L)",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-81-besch%C3%A4ftigte-im,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.4 - Beschäftigte im Gesundheitswesen nach Berufen und Einrichtungen, Deutschland/Land, Jahr B(L)",Bereitstellung von 4 Dokumenten (4 XLS-Dateien) für den Zeitraum vom 31.12.2008 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-84-besch%C3%A4ftigte-im,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.12 - Psychotherapeutinnen und Psychotherapeuten nach Einrichtungen, Land, im Zeitvergleich L",Bereitstellung von 19 Dokumenten (19 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-812-psychotherapeutinnen-und,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.7 - Ärztinnen und Ärzte in ambulanten Einrichtungen, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-87-%C3%A4rztinnen-und-%C3%A4rzte,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.15 - Physiotherapeutinnen/Physiotherapeuten, Masseurinnen/Masseure, med. Bademeisterinnen/Bademeister in ambulanten Einrichtungen nach Geschlecht, Land im Regionalvergleich, Jahr L",Bereitstellung von 10 Dokumenten (10 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-815,2
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Beschäftigte im Überblick,"Bereitstellung von 16 Dokumenten (8 XLS-Dateien, 8 PDF-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-besch%C3%A4ftigte-im,2
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.22 - Hebammen und Entbindungspfleger in ambulanten und stationären Einrichtungen, Land, im Zeitvergleich K",Bereitstellung von 26 Dokumenten (26 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-822-hebammen-und,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.28 - Apothekenpersonal nach Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-828-apothekenpersonal-nach,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.1 - Beschäftigte im Gesundheitswesen in % der Beschäftigten insgesamt (Beschäftigungsquote), Deutschland/Land, im Zeitvergleich B(L)",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-81-besch%C3%A4ftigte-im,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.4 - Beschäftigte im Gesundheitswesen nach Berufen und Einrichtungen, Deutschland/Land, Jahr B(L)",Bereitstellung von 4 Dokumenten (4 XLS-Dateien) für den Zeitraum vom 31.12.2008 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-84-besch%C3%A4ftigte-im,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.12 - Psychotherapeutinnen und Psychotherapeuten nach Einrichtungen, Land, im Zeitvergleich L",Bereitstellung von 19 Dokumenten (19 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-812-psychotherapeutinnen-und,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.7 - Ärztinnen und Ärzte in ambulanten Einrichtungen, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-87-%C3%A4rztinnen-und-%C3%A4rzte,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.15 - Physiotherapeutinnen/Physiotherapeuten, Masseurinnen/Masseure, med. Bademeisterinnen/Bademeister in ambulanten Einrichtungen nach Geschlecht, Land im Regionalvergleich, Jahr L",Bereitstellung von 10 Dokumenten (10 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-815,3
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Beschäftigte im Überblick,"Bereitstellung von 16 Dokumenten (8 XLS-Dateien, 8 PDF-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-besch%C3%A4ftigte-im,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.18 - Personal im Pflegedienst in Krankenhäusern nach Berufen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 17 Dokumenten (17 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-818-personal-im-pflegedienst,3
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Ausgewählte im ambulanten und stationären Bereich tätige Berufsgruppen -> Krankenhäuser und Vorsorge- oder Rehabilitationseinrichtungen,Bereitstellung von 61 Dokumenten (61 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-ausgew%C3%A4hlte-im,3
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.26 - Personal im öffentlichen Gesundheitsdienst nach Berufen und Geschlecht, Land, Jahr K",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2015 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-826-personal-im-%C3%B6ffentlichen,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.29 - Apothekerinnen/Apotheker sowie sonstiges Apothekenpersonal nach Einrichtungen und Geschlecht, Land, Jahre L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-829-apothekerinnenapotheker,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.10 - Zahnärztinnen und Zahnärzte nach Einrichtungen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-810-zahn%C3%A4rztinnen-und-zahn%C3%A4rzte,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.5 - Ärztinnen und Ärzte nach Einrichtungen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-85-%C3%A4rztinnen-und-%C3%A4rzte-nach,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.13 - Psychotherapeutinnen und Psychotherapeuten in ambulanten Einrichtungen, Land im Regionalvergleich, Jahr L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-813-psychotherapeutinnen-und,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.8 - Ärztinnen/Ärzte und Zahnärztinnen/Zahnärzte in ambulanten Einrichtungen, Land im Regionalvergleich, Jahr L",Bereitstellung von 9 Dokumenten (9 XLS-Dateien) für den Zeitraum vom 31.12.2003 bis 01.01.2017 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-88-%C3%A4rztinnen%C3%A4rzte-und,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.16 - Heilpraktikerinnen und Heilpraktiker nach Geschlecht, Land im Regionalvergleich, Jahr L",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-816-heilpraktikerinnen-und,4
"Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Ausgewählte im ambulanten und stationären Bereich tätige Berufsgruppen -> Ärztinnen/Ärzte, Psychotherapeutinnen/-therapeuten und Zahnärztinnen/-ärzte",Bereitstellung von 86 Dokumenten (86 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 01.01.2017 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-ausgew%C3%A4hlte-im-1,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.2 - Beschäftigte im Gesundheitswesen nach Einrichtungen und Art der Beschäftigung, Deutschland/Land, im Zeitvergleich B(L)",Bereitstellung von 8 Dokumenten (8 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-82-besch%C3%A4ftigte-im,4
Gesundheitsberichterstattung Berlin: Beschäftigte im Gesundheitswesen -> Personal im öffentlichen Gesundheitsdienst,"Bereitstellung von 13 Dokumenten (11 XLS-Dateien, 2 PDF-Dateien) für den Zeitraum vom 31.12.2002 bis 30.06.2016 mit den Raumbezügen Berlin und Berliner Bezirke.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-besch%C3%A4ftigte-im-gesundheitswesen-personal-im,4
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 8.18 - Personal im Pflegedienst in Krankenhäusern nach Berufen und Geschlecht, Land, im Zeitvergleich K",Bereitstellung von 17 Dokumenten (17 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-818-personal-im-pflegedienst,5
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten des Atmungssystems,Bereitstellung von 62 Dokumenten (62 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-krankheiten-des-1,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.25 - Krankenhausfälle nach Alter und Geschlecht, Land, Jahr K",Bereitstellung von 95 Dokumenten (95 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-325-krankenhausf%C3%A4lle-nach-alter,5
"Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Verletzungen, Vergiftungen, äußere Ursachen",Bereitstellung von 121 Dokumenten (121 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-verletzungen,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.60 - Krankenhausfälle infolge von Infektionskrankheiten nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 11 Dokumenten (11 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-360-krankenhausf%C3%A4lle-infolge,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.83 - Krankenhausfälle infolge von psychischen und Verhaltensstörungen nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 26 Dokumenten (26 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-383-krankenhausf%C3%A4lle-infolge,5
"Gesundheitsberichterstattung Berlin: Inanspruchnahme von Leistungen der Gesundheitsförderung und der Gesundheitsversorgung -> Inanspruchnahme/Leistungen der Prävention, Gesundheitsförderung und Früherkennung von Krankheiten -> Schwangerenbetreuung, G...","Bereitstellung von 149 Dokumenten (147 XLS-Dateien, 2 PDF-Dateien) für den Zeitraum vom 31.12.2001 bis 31.12.2016 mit 4 verschiedenen Raumbezügen.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-inanspruchnahme-von-leistungen-der-10,5
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Bösartige Neubildungen,Bereitstellung von 151 Dokumenten (151 XLS-Dateien) für den Zeitraum vom 31.12.2001 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-b%C3%B6sartige,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.103 - Krankenhausfälle infolge von Krankheiten der Leber nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 15 Dokumenten (15 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-3103-krankenhausf%C3%A4lle-infolge,5
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Krankheiten des Kreislaufsystems,"Bereitstellung von 89 Dokumenten (87 XLS-Dateien, 2 PDF-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.",https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-krankheiten-des-2,5
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.26 - Krankenhausfälle nach Hauptdiagnosegruppen und Geschlecht, Land, Jahr L",Bereitstellung von 50 Dokumenten (50 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-326-krankenhausf%C3%A4lle-nach,6
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.73 - Krankenhausfälle infolge bösartiger Neubildungen nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 11 Dokumenten (11 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-373-krankenhausf%C3%A4lle-infolge,6
"Gesundheitsberichterstattung Berlin: Gesundheitsindikator 3.91 - Krankenhausfälle infolge von Krankheiten des Kreislaufsystems nach Alter und Geschlecht, Land, Jahr L",Bereitstellung von 14 Dokumenten (14 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit dem Raumbezug Berlin.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitsindikator-391-krankenhausf%C3%A4lle-infolge,6
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Allgemeine Morbidität -> Stationäre Morbidität,Bereitstellung von 333 Dokumenten (333 XLS-Dateien) für den Zeitraum vom 31.12.2002 bis 31.12.2016 mit den Raumbezügen Berlin und Berliner Bezirke.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine-4,6
Gesundheitsberichterstattung Berlin: Gesundheitszustand der Bevölkerung -> Stoffwechselkrankheiten,Bereitstellung von 35 Dokumenten (35 XLS-Dateien) für den Zeitraum vom 31.12.1998 bis 31.12.2016 mit den Raumbezügen Berlin und Deutschland.,https://daten.berlin.de/datensaetze/gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-18,6
